epoch,binary_accuracy,dice_coefficient,iou_metric,loss,lr,precision,recall,val_binary_accuracy,val_dice_coefficient,val_iou_metric,val_loss,val_precision,val_recall
30,0.9782928824424744,0.655551016330719,0.5163270831108093,0.05783059448003769,0.001,0.810627818107605,0.6791075468063354,0.9762246608734131,0.6891298294067383,0.5525686144828796,0.0645366981625557,0.6916741132736206,0.7820175290107727
31,0.9778391718864441,0.654794454574585,0.5125842094421387,0.058445025235414505,0.001,0.8052252531051636,0.6694926023483276,0.980107307434082,0.6582074165344238,0.529371976852417,0.051605962216854095,0.8947202563285828,0.5960853099822998
32,0.9773426651954651,0.6450577974319458,0.5045166611671448,0.05892523005604744,0.001,0.7993248701095581,0.6672465801239014,0.9813477993011475,0.6714404225349426,0.5408241748809814,0.048914145678281784,0.8556172847747803,0.6682764887809753
33,0.9777819514274597,0.6555051803588867,0.5111364126205444,0.05857987701892853,0.001,0.8083726763725281,0.6652733683586121,0.9802005290985107,0.6612382531166077,0.5303977131843567,0.05158837139606476,0.9019231200218201,0.5926081538200378
34,0.9773474335670471,0.6373541355133057,0.4964168667793274,0.05919932201504707,0.001,0.8001523017883301,0.6644949316978455,0.9643816947937012,0.632309079170227,0.48114973306655884,0.08480813354253769,0.5504410862922668,0.8249595165252686
35,0.9787936210632324,0.6807348132133484,0.5382153391838074,0.0555478036403656,0.0005,0.8134523034095764,0.6887190341949463,0.980381965637207,0.6700621843338013,0.5385241508483887,0.05103619396686554,0.9074223637580872,0.5929888486862183
36,0.9801992177963257,0.682289719581604,0.5448381304740906,0.051637645810842514,0.0005,0.8258780837059021,0.7112223505973816,0.9802036285400391,0.6567662358283997,0.5258646607398987,0.051253098994493484,0.9104297161102295,0.5858810544013977
37,0.9809029698371887,0.6922321319580078,0.5538948178291321,0.04961206391453743,0.0005,0.8300744891166687,0.7265934348106384,0.9823572635650635,0.7015342712402344,0.5760273337364197,0.04678799957036972,0.9019845724105835,0.6502201557159424
38,0.9810760617256165,0.7057620882987976,0.568098247051239,0.04938492551445961,0.0005,0.8337964415550232,0.7246831059455872,0.9824364185333252,0.7129430770874023,0.5876197814941406,0.04658307507634163,0.8972686529159546,0.6566290855407715
39,0.9814242124557495,0.7028235197067261,0.5688454508781433,0.048091985285282135,0.0005,0.8307803869247437,0.7391225695610046,0.9816222190856934,0.693711519241333,0.5673370957374573,0.04816306382417679,0.8904351592063904,0.6409079432487488
40,0.9814317226409912,0.6977934837341309,0.5652697682380676,0.04824246093630791,0.0005,0.8331030607223511,0.7372648119926453,0.9809784889221191,0.6766810417175293,0.5477926135063171,0.04989055544137955,0.9329493641853333,0.5890401005744934
41,0.9806073904037476,0.7008945941925049,0.5647353529930115,0.05046591907739639,0.0005,0.8277982473373413,0.7203540802001953,0.9835116863250732,0.7416754961013794,0.62137770652771,0.043674297630786896,0.845562756061554,0.7427288889884949
42,0.9811094999313354,0.7027630805969238,0.5675482153892517,0.04907536879181862,0.0005,0.8315241932868958,0.731511652469635,0.9798691272735596,0.6462002396583557,0.5186245441436768,0.052912041544914246,0.9154945015907288,0.573176920413971
43,0.9820771813392639,0.7051424980163574,0.5726761817932129,0.04680241271853447,0.0005,0.8396216630935669,0.7437407970428467,0.9836380481719971,0.7275808453559875,0.6088711023330688,0.04364702105522156,0.886046290397644,0.7001278400421143
44,0.9811145663261414,0.7041546702384949,0.5696261525154114,0.04907238483428955,0.0005,0.8314512372016907,0.7296467423439026,0.983262300491333,0.7417263388633728,0.6204825639724731,0.045405492186546326,0.8167876601219177,0.7749609351158142
45,0.9821040630340576,0.7209843993186951,0.5880752801895142,0.045895740389823914,0.0005,0.8385969400405884,0.7483626008033752,0.9839065074920654,0.7326356172561646,0.6128362417221069,0.043628230690956116,0.8917734026908875,0.7016334533691406
46,0.9815766215324402,0.7229024171829224,0.5891140103340149,0.047477953135967255,0.0005,0.8306195735931396,0.7444719076156616,0.9828813076019287,0.7181734442710876,0.595535933971405,0.046325650066137314,0.8692244291305542,0.6969006657600403
47,0.982596218585968,0.724735677242279,0.5935707092285156,0.04486282914876938,0.00025,0.8438165783882141,0.7541553974151611,0.9840295314788818,0.7323547601699829,0.6137823462486267,0.04251923784613609,0.8819313049316406,0.715155839920044
48,0.9825491309165955,0.7387304902076721,0.6043520569801331,0.04485192522406578,0.00025,0.8404945135116577,0.7554842829704285,0.9845428466796875,0.7514727115631104,0.6338579058647156,0.0409909151494503,0.8754804134368896,0.7363824844360352
49,0.9830349683761597,0.7348888516426086,0.6048229336738586,0.04367585480213165,0.00025,0.845459520816803,0.7632889151573181,0.9834742546081543,0.7344028949737549,0.6145595908164978,0.04339723289012909,0.8650575876235962,0.718218207359314
